AUC,Recall
0.9995037220843672,0.9538461538461539
0.9997518610421836,0.9538461538461539
0.9992555831265508,0.9538461538461539
0.9995037220843672,0.9538461538461539
1.0,0.9692307692307692
0.9992555831265508,0.9538461538461539
0.9997518610421836,0.9538461538461539
0.9997518610421837,0.9692307692307692
0.9992555831265509,0.9692307692307692
0.9992555831265509,0.9692307692307692
0.9995037220843672,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9993796526054591,0.9846153846153847
0.9992555831265508,0.9692307692307692
0.9987593052109182,0.9538461538461539
0.9987593052109182,0.9692307692307692
0.9995037220843672,0.9692307692307692
0.9991315136476427,0.9538461538461539
0.9997518610421836,0.9538461538461539
1.0,0.9538461538461539
1.0,0.9692307692307692
0.9995037220843673,0.9692307692307692
0.9997518610421836,0.9692307692307692
0.9990074441687345,0.9692307692307692
0.9992555831265508,0.9692307692307692
0.9997518610421835,0.9538461538461539
0.9997518610421836,0.9538461538461539
0.9990074441687345,0.9538461538461539
0.9997518610421836,0.9692307692307692
0.9996277915632754,0.9538461538461539
0.9997518610421836,0.9538461538461539
0.9997518610421837,0.9692307692307692
0.998759305210918,0.9538461538461539
0.9988833746898264,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9997518610421836,0.9692307692307692
0.9997518610421837,0.9538461538461539
0.9995037220843672,0.9538461538461539
0.9992555831265508,0.9846153846153847
0.9987593052109182,0.9692307692307692
0.9997518610421836,0.9692307692307692
0.9997518610421836,0.9846153846153847
0.9997518610421836,0.9692307692307692
0.9995037220843673,0.9538461538461539
0.9990074441687345,0.9538461538461539
0.9997518610421836,0.9692307692307692
0.9990074441687345,0.9538461538461539
0.999379652605459,0.9692307692307692
1.0,0.9692307692307692
0.9996277915632754,0.9692307692307692
1.0,0.9692307692307692
0.9987593052109182,0.9538461538461539
0.9996277915632754,0.9846153846153847
0.9995037220843672,0.9692307692307692
0.9997518610421836,0.9538461538461539
0.9990074441687345,0.9692307692307692
1.0,0.9692307692307692
0.9997518610421836,0.9692307692307692
0.9997518610421836,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9995037220843672,0.9846153846153847
0.9995037220843672,0.9846153846153847
0.9992555831265508,0.9538461538461539
0.9996277915632755,0.9846153846153847
1.0,0.9538461538461539
0.9997518610421836,0.9692307692307692
0.9992555831265508,0.9692307692307692
0.9995037220843672,0.9538461538461539
0.9988833746898262,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9995037220843672,0.9692307692307692
0.9991315136476427,0.9692307692307692
0.9992555831265509,0.9538461538461539
0.9991315136476427,0.9692307692307692
0.9992555831265508,0.9538461538461539
0.9995037220843673,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9997518610421836,0.9692307692307692
0.9995037220843673,0.9692307692307692
0.9997518610421836,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9995037220843672,0.9846153846153847
0.9997518610421836,0.9692307692307692
0.9997518610421836,0.9692307692307692
0.9997518610421836,0.9692307692307692
0.9995037220843673,0.9846153846153847
0.9987593052109182,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9992555831265508,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9987593052109182,0.9692307692307692
0.9990074441687344,0.9538461538461539
0.9992555831265509,0.9692307692307692
0.9995037220843672,0.9692307692307692
0.9997518610421836,0.9846153846153847
0.9992555831265509,0.9692307692307692
0.9995037220843672,0.9538461538461539
0.998759305210918,0.9538461538461539
0.9988833746898264,0.9538461538461539
0.9992555831265509,0.9692307692307692
