AUC,Recall
0.47456575682382135,0.1076923076923077
0.5349875930521092,0.1076923076923077
0.4748138957816377,0.1076923076923077
0.5,0.12307692307692308
0.47444168734491315,0.1076923076923077
0.5,0.1076923076923077
0.4887096774193548,0.1076923076923077
0.4789081885856079,0.1076923076923077
0.5,0.1076923076923077
0.4748138957816377,0.1076923076923077
0.4744416873449131,0.1076923076923077
0.47419354838709676,0.1076923076923077
0.4728287841191067,0.1076923076923077
0.4771712158808933,0.1076923076923077
0.4867245657568239,0.1076923076923077
0.4765508684863523,0.1076923076923077
0.4744416873449131,0.1076923076923077
0.46526054590570726,0.1076923076923077
0.4746898263027295,0.1076923076923077
0.47382133995037223,0.1076923076923077
0.47419354838709676,0.1076923076923077
0.4745657568238213,0.1076923076923077
0.47531017369727047,0.1076923076923077
0.47270471464019853,0.1076923076923077
0.47456575682382135,0.1076923076923077
0.4770471464019851,0.1076923076923077
0.4725806451612904,0.1076923076923077
0.4735732009925559,0.1076923076923077
0.47444168734491315,0.1076923076923077
0.47568238213399505,0.1076923076923077
0.47307692307692306,0.1076923076923077
0.4748138957816377,0.1076923076923077
0.4749379652605459,0.1076923076923077
0.47431761786600496,0.1076923076923077
0.4766749379652605,0.1076923076923077
0.47394540942928043,0.1076923076923077
0.49305210918114145,0.1076923076923077
0.5,0.1076923076923077
0.5243176178660051,0.1076923076923077
0.5161290322580645,0.1076923076923077
0.5228287841191067,0.1076923076923077
0.47444168734491315,0.1076923076923077
0.5297766749379653,0.1076923076923077
0.47344913151364765,0.1076923076923077
0.47444168734491315,0.1076923076923077
0.4751861042183623,0.1076923076923077
0.47344913151364765,0.1076923076923077
0.5323821339950373,0.1076923076923077
0.5,0.1076923076923077
0.47419354838709676,0.1076923076923077
0.4744416873449131,0.1076923076923077
0.49156327543424316,0.1076923076923077
0.4744416873449132,0.1076923076923077
0.5,0.1076923076923077
0.5,0.1076923076923077
0.4748138957816377,0.1076923076923077
0.5258064516129033,0.1076923076923077
0.5,0.1076923076923077
0.47468982630272955,0.1076923076923077
0.5,0.1076923076923077
0.4751861042183623,0.1076923076923077
0.47245657568238214,0.1076923076923077
0.5,0.1076923076923077
0.4743176178660049,0.1076923076923077
0.47369727047146404,0.1076923076923077
0.4750620347394541,0.1076923076923077
0.4744416873449132,0.1076923076923077
0.5174937965260547,0.1076923076923077
0.47369727047146404,0.1076923076923077
0.4729528535980149,0.1076923076923077
0.5,0.1076923076923077
0.47555831265508686,0.1076923076923077
0.467741935483871,0.1076923076923077
0.47493796526054594,0.1076923076923077
0.47456575682382135,0.1076923076923077
0.5,0.1076923076923077
0.4744416873449132,0.1076923076923077
0.5285359801488834,0.1076923076923077
0.4727047146401985,0.1076923076923077
0.4766749379652605,0.1076923076923077
0.4746898263027295,0.1076923076923077
0.47617866004962783,0.1076923076923077
0.4749379652605459,0.1076923076923077
0.47456575682382135,0.1076923076923077
0.4748138957816377,0.1076923076923077
0.47245657568238214,0.1076923076923077
0.4719602977667494,0.1076923076923077
0.475682382133995,0.09230769230769231
0.4746898263027295,0.1076923076923077
0.47344913151364765,0.1076923076923077
0.4774193548387097,0.1076923076923077
0.47990074441687336,0.1076923076923077
0.4872208436724566,0.1076923076923077
0.47419354838709676,0.1076923076923077
0.4766749379652605,0.1076923076923077
0.4744416873449131,0.1076923076923077
0.4750620347394541,0.1076923076923077
0.4748138957816377,0.1076923076923077
0.5,0.1076923076923077
0.5,0.1076923076923077
