AUC,Recall
1.0,0.9538461538461539
0.9990074441687345,0.9538461538461539
1.0,0.9692307692307692
0.9995037220843672,0.9538461538461539
0.9992555831265509,0.9538461538461539
1.0,0.9538461538461539
1.0,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9997518610421836,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9692307692307692
0.9997518610421836,0.9692307692307692
1.0,0.9538461538461539
0.9990074441687345,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9997518610421836,0.9692307692307692
0.9992555831265509,0.9538461538461539
1.0,0.9692307692307692
1.0,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9992555831265509,0.9692307692307692
0.9995037220843672,0.9538461538461539
1.0,0.9538461538461539
1.0,0.9538461538461539
1.0,0.9538461538461539
0.9995037220843673,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9692307692307692
0.9990074441687344,0.9384615384615385
1.0,0.9692307692307692
0.9990074441687345,0.9692307692307692
1.0,0.9538461538461539
0.9990074441687345,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9538461538461539
1.0,0.9538461538461539
0.9992555831265509,0.9692307692307692
0.9997518610421836,0.9538461538461539
1.0,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9538461538461539
1.0,0.9538461538461539
0.9992555831265509,0.9538461538461539
1.0,0.9692307692307692
0.9992555831265509,0.9538461538461539
1.0,0.9538461538461539
0.998759305210918,0.9538461538461539
0.9997518610421836,0.9692307692307692
0.9987593052109182,0.9692307692307692
1.0,0.9692307692307692
0.9992555831265509,0.9538461538461539
1.0,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9538461538461539
1.0,0.9538461538461539
0.9990074441687345,0.9538461538461539
0.9990074441687345,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9538461538461539
1.0,0.9692307692307692
1.0,0.9538461538461539
1.0,0.9538461538461539
0.9992555831265509,0.9538461538461539
1.0,0.9692307692307692
1.0,0.9538461538461539
1.0,0.9692307692307692
0.9997518610421836,0.9692307692307692
0.9995037220843672,0.9692307692307692
0.9985111662531017,0.9538461538461539
1.0,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9995037220843672,0.9538461538461539
0.9995037220843672,0.9692307692307692
0.9990074441687345,0.9692307692307692
0.9985111662531018,0.9692307692307692
0.9997518610421836,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9538461538461539
0.9997518610421836,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9692307692307692
0.9992555831265509,0.9692307692307692
0.9995037220843672,0.9538461538461539
0.9997518610421836,0.9692307692307692
0.9990074441687345,0.9692307692307692
1.0,0.9538461538461539
0.9992555831265509,0.9538461538461539
1.0,0.9538461538461539
0.9995037220843672,0.9692307692307692
1.0,0.9692307692307692
0.9997518610421836,0.9538461538461539
1.0,0.9538461538461539
0.9992555831265509,0.9692307692307692
1.0,0.9692307692307692
1.0,0.9692307692307692
