AUC,Recall
0.9366004962779156,0.9538461538461539
0.9212158808933002,0.9230769230769231
0.9289081885856079,0.9384615384615385
0.9366004962779156,0.9538461538461539
0.9450372208436725,0.9384615384615385
0.9366004962779156,0.9538461538461539
0.9054590570719603,0.9076923076923077
0.9285359801488835,0.9538461538461539
0.9527295285359803,0.9538461538461539
0.9215880893300249,0.9076923076923077
0.9127791563275434,0.9384615384615385
0.9527295285359803,0.9538461538461539
0.9289081885856079,0.9384615384615385
0.929652605459057,0.9076923076923077
0.9373449131513648,0.9230769230769231
0.9300248138957816,0.8923076923076924
0.944665012406948,0.9538461538461539
0.9054590570719603,0.9076923076923077
0.9054590570719603,0.9076923076923077
0.9135235732009924,0.9076923076923077
0.929652605459057,0.9076923076923077
0.9373449131513648,0.9230769230769231
0.9135235732009924,0.9076923076923077
0.9450372208436725,0.9384615384615385
0.9450372208436725,0.9384615384615385
0.9292803970223326,0.9230769230769231
0.929652605459057,0.9076923076923077
0.9215880893300249,0.9076923076923077
0.9292803970223326,0.9230769230769231
0.9289081885856079,0.9384615384615385
0.9692307692307692,0.9384615384615385
0.9212158808933002,0.9230769230769231
0.9454094292803971,0.9230769230769231
0.9212158808933002,0.9230769230769231
0.9369727047146402,0.9384615384615385
0.9292803970223326,0.9230769230769231
0.9135235732009924,0.9076923076923077
0.9215880893300249,0.9076923076923077
0.944665012406948,0.9538461538461539
0.9450372208436725,0.9384615384615385
0.9450372208436725,0.9384615384615385
0.9531017369727048,0.9384615384615385
0.9454094292803971,0.9230769230769231
0.9215880893300249,0.9076923076923077
0.944665012406948,0.9538461538461539
0.9219602977667494,0.8923076923076924
0.944665012406948,0.9538461538461539
0.9369727047146402,0.9384615384615385
0.944665012406948,0.9538461538461539
0.9135235732009924,0.9076923076923077
0.9373449131513648,0.9230769230769231
0.9450372208436725,0.9384615384615385
0.9292803970223326,0.9230769230769231
0.9212158808933002,0.9230769230769231
0.9369727047146402,0.9384615384615385
0.929652605459057,0.9076923076923077
0.9058312655086848,0.8923076923076924
0.9215880893300249,0.9076923076923077
0.9289081885856079,0.9384615384615385
0.9527295285359803,0.9538461538461539
0.9135235732009924,0.9076923076923077
0.9289081885856079,0.9384615384615385
0.9289081885856079,0.9384615384615385
0.9292803970223326,0.9230769230769231
0.9369727047146402,0.9384615384615385
0.9212158808933002,0.9230769230769231
0.9289081885856079,0.9384615384615385
0.9215880893300249,0.9076923076923077
0.9289081885856079,0.9384615384615385
0.9208436724565757,0.9384615384615385
0.9208436724565757,0.9384615384615385
0.9212158808933002,0.9230769230769231
0.9377171215880893,0.9076923076923077
0.9366004962779156,0.9538461538461539
0.9289081885856079,0.9384615384615385
0.9135235732009924,0.9076923076923077
0.9300248138957816,0.8923076923076924
0.9373449131513648,0.9230769230769231
0.9135235732009924,0.9076923076923077
0.9289081885856079,0.9384615384615385
0.9289081885856079,0.9384615384615385
0.9369727047146402,0.9384615384615385
0.9289081885856079,0.9384615384615385
0.9292803970223326,0.9230769230769231
0.9450372208436725,0.9384615384615385
0.9204714640198512,0.9538461538461539
0.897394540942928,0.9076923076923077
0.9369727047146402,0.9384615384615385
0.9534739454094293,0.9230769230769231
0.9373449131513648,0.9230769230769231
0.9289081885856079,0.9384615384615385
0.929652605459057,0.9076923076923077
0.9135235732009924,0.9076923076923077
0.9369727047146402,0.9384615384615385
0.944665012406948,0.9538461538461539
0.9527295285359803,0.9538461538461539
0.929652605459057,0.9076923076923077
0.9366004962779156,0.9538461538461539
0.9212158808933002,0.9230769230769231
0.9289081885856079,0.9384615384615385
