Recall-macro,top1,top2
0.3618421052631579,0.5625,0.921875
0.40350877192982454,0.609375,0.921875
0.33918128654970764,0.53125,0.921875
0.3530701754385965,0.546875,0.921875
0.34795321637426896,0.546875,0.921875
0.3516081871345029,0.5625,0.90625
0.3757309941520468,0.578125,0.921875
0.358187134502924,0.546875,0.921875
0.3618421052631579,0.5625,0.921875
0.3530701754385965,0.546875,0.90625
0.34795321637426896,0.546875,0.90625
0.3618421052631579,0.5625,0.921875
0.3530701754385965,0.546875,0.90625
0.3669590643274854,0.5625,0.90625
0.34795321637426896,0.546875,0.921875
0.3618421052631579,0.5625,0.921875
0.37061403508771934,0.578125,0.90625
0.3845029239766082,0.59375,0.890625
0.37938596491228066,0.59375,0.9375
0.34795321637426896,0.546875,0.90625
0.3757309941520468,0.578125,0.9375
0.34795321637426896,0.546875,0.9375
0.3618421052631579,0.5625,0.921875
0.3618421052631579,0.5625,0.90625
0.3618421052631579,0.5625,0.90625
0.37061403508771934,0.578125,0.921875
0.34795321637426896,0.546875,0.921875
0.3932748538011696,0.609375,0.921875
0.3340643274853801,0.53125,0.921875
0.3304093567251462,0.515625,0.90625
0.3757309941520468,0.578125,0.90625
0.38084795321637427,0.578125,0.921875
0.3757309941520468,0.578125,0.90625
0.3618421052631579,0.5625,0.90625
0.3845029239766082,0.59375,0.890625
0.3304093567251462,0.515625,0.90625
0.33918128654970764,0.53125,0.921875
0.37061403508771934,0.578125,0.890625
0.3757309941520468,0.578125,0.90625
0.3669590643274854,0.5625,0.890625
0.37938596491228066,0.59375,0.890625
0.34795321637426896,0.546875,0.890625
0.3669590643274854,0.5625,0.90625
0.3757309941520468,0.578125,0.90625
0.3530701754385965,0.546875,0.921875
0.34795321637426896,0.546875,0.90625
0.3442982456140351,0.53125,0.90625
0.3567251461988304,0.5625,0.921875
0.3669590643274854,0.5625,0.921875
0.3757309941520468,0.578125,0.921875
0.38961988304093564,0.59375,0.90625
0.3654970760233918,0.578125,0.90625
0.3845029239766082,0.59375,0.890625
0.358187134502924,0.546875,0.90625
0.3618421052631579,0.5625,0.90625
0.3669590643274854,0.5625,0.90625
0.3618421052631579,0.5625,0.90625
0.3669590643274854,0.5625,0.921875
0.37061403508771934,0.578125,0.921875
0.3757309941520468,0.578125,0.890625
0.3530701754385965,0.546875,0.921875
0.3442982456140351,0.53125,0.921875
0.3530701754385965,0.546875,0.9375
0.3669590643274854,0.5625,0.90625
0.3567251461988304,0.5625,0.890625
0.3567251461988304,0.5625,0.90625
0.3757309941520468,0.578125,0.921875
0.37061403508771934,0.578125,0.9375
0.3618421052631579,0.5625,0.890625
0.37061403508771934,0.578125,0.890625
0.37061403508771934,0.578125,0.921875
0.3742690058479532,0.59375,0.9375
0.3757309941520468,0.578125,0.90625
0.3845029239766082,0.59375,0.890625
0.37061403508771934,0.578125,0.9375
0.3932748538011696,0.609375,0.921875
0.38961988304093564,0.59375,0.90625
0.3530701754385965,0.546875,0.90625
0.3618421052631579,0.5625,0.9375
0.37061403508771934,0.578125,0.90625
0.3289473684210526,0.53125,0.90625
0.3618421052631579,0.5625,0.921875
0.37061403508771934,0.578125,0.921875
0.38961988304093564,0.59375,0.90625
0.3442982456140351,0.53125,0.9375
0.3442982456140351,0.53125,0.921875
0.3757309941520468,0.578125,0.90625
0.33918128654970764,0.53125,0.90625
0.37061403508771934,0.578125,0.9375
0.3530701754385965,0.546875,0.921875
0.3530701754385965,0.546875,0.921875
0.3757309941520468,0.578125,0.9375
0.3618421052631579,0.5625,0.9375
0.3530701754385965,0.546875,0.921875
0.3567251461988304,0.5625,0.90625
0.3530701754385965,0.546875,0.90625
0.33918128654970764,0.53125,0.90625
0.3567251461988304,0.5625,0.90625
0.37061403508771934,0.578125,0.921875
0.3757309941520468,0.578125,0.921875
