Recall-macro,top1,top2
0.3048245614035088,0.515625,0.90625
0.32748538011695905,0.5625,0.9375
0.31359649122807015,0.546875,0.9375
0.3172514619883041,0.546875,0.90625
0.3640350877192982,0.578125,0.890625
0.32748538011695905,0.53125,0.921875
0.3223684210526316,0.546875,0.921875
0.3501461988304093,0.578125,0.921875
0.33260233918128657,0.5625,0.953125
0.3223684210526316,0.546875,0.953125
0.3048245614035088,0.5,0.921875
0.3223684210526316,0.5625,0.921875
0.3450292397660819,0.578125,0.9375
0.3450292397660819,0.578125,0.9375
0.34137426900584794,0.5625,0.953125
0.3362573099415205,0.578125,0.90625
0.3084795321637427,0.53125,0.953125
0.32748538011695905,0.546875,0.921875
0.3084795321637427,0.53125,0.9375
0.31871345029239767,0.53125,0.921875
0.3501461988304093,0.59375,0.921875
0.34137426900584794,0.546875,0.921875
0.32748538011695905,0.546875,0.890625
0.31359649122807015,0.53125,0.921875
0.3048245614035088,0.515625,0.9375
0.28581871345029236,0.5,0.921875
0.3048245614035088,0.515625,0.953125
0.3084795321637427,0.53125,0.9375
0.2997076023391813,0.515625,0.921875
0.35891812865497075,0.59375,0.921875
0.31871345029239767,0.53125,0.921875
0.31359649122807015,0.53125,0.90625
0.33260233918128657,0.546875,0.9375
0.31359649122807015,0.53125,0.921875
0.2909356725146199,0.5,0.9375
0.28581871345029236,0.5,0.921875
0.32748538011695905,0.546875,0.921875
0.3362573099415205,0.578125,0.921875
0.3501461988304093,0.5625,0.953125
0.3362573099415205,0.5625,0.921875
0.3084795321637427,0.515625,0.921875
0.331140350877193,0.546875,0.9375
0.3501461988304093,0.578125,0.90625
0.3552631578947369,0.546875,0.921875
0.3450292397660819,0.5625,0.9375
0.3048245614035088,0.5,0.9375
0.2909356725146199,0.484375,0.953125
0.3640350877192982,0.578125,0.90625
0.3362573099415205,0.546875,0.921875
0.3223684210526316,0.546875,0.921875
0.35891812865497075,0.59375,0.953125
0.32748538011695905,0.53125,0.9375
0.3048245614035088,0.515625,0.9375
0.3289473684210526,0.53125,0.90625
0.3552631578947369,0.578125,0.921875
0.331140350877193,0.5625,0.921875
0.3172514619883041,0.546875,0.921875
0.33260233918128657,0.546875,0.9375
0.3084795321637427,0.53125,0.953125
0.3223684210526316,0.546875,0.921875
0.2821637426900585,0.484375,0.921875
0.3223684210526316,0.546875,0.90625
0.34137426900584794,0.5625,0.953125
0.3223684210526316,0.53125,0.9375
0.32748538011695905,0.546875,0.9375
0.3552631578947369,0.5625,0.921875
0.35891812865497075,0.59375,0.921875
0.3552631578947369,0.578125,0.9375
0.34137426900584794,0.546875,0.9375
0.3223684210526316,0.546875,0.953125
0.37280701754385964,0.609375,0.921875
0.331140350877193,0.546875,0.90625
0.2997076023391813,0.515625,0.9375
0.30994152046783624,0.53125,0.921875
0.34649122807017546,0.546875,0.90625
0.31359649122807015,0.515625,0.90625
0.31871345029239767,0.515625,0.9375
0.3223684210526316,0.546875,0.921875
0.331140350877193,0.5625,0.9375
0.3084795321637427,0.53125,0.90625
0.3362573099415205,0.5625,0.90625
0.32748538011695905,0.546875,0.921875
0.31359649122807015,0.53125,0.953125
0.32748538011695905,0.546875,0.953125
0.331140350877193,0.5625,0.953125
0.3048245614035088,0.515625,0.9375
0.3362573099415205,0.5625,0.9375
0.3362573099415205,0.5625,0.9375
0.3084795321637427,0.515625,0.921875
0.31359649122807015,0.53125,0.921875
0.33260233918128657,0.546875,0.953125
0.32748538011695905,0.546875,0.90625
0.30994152046783624,0.5,0.9375
0.31359649122807015,0.53125,0.921875
0.3048245614035088,0.515625,0.921875
0.3362573099415205,0.5625,0.953125
0.2960526315789474,0.515625,0.90625
0.32748538011695905,0.546875,0.9375
0.34137426900584794,0.5625,0.921875
0.331140350877193,0.5625,0.9375
