Recall-macro,top1,top2
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.21875,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.703125
0.21052631578947367,0.234375,0.703125
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.703125
0.21052631578947367,0.25,0.6875
0.20175438596491227,0.203125,0.6875
0.21052631578947367,0.234375,0.703125
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.265625,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.21875,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.59375,0.6875
0.20175438596491227,0.625,0.6875
0.1929824561403509,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.203125,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.59375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.21875,0.6875
0.20175438596491227,0.21875,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.1875,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.21875,0.703125
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.25,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.234375,0.6875
0.20175438596491227,0.609375,0.6875
0.20175438596491227,0.234375,0.6875
0.21052631578947367,0.234375,0.6875
0.21052631578947367,0.25,0.6875
0.21052631578947367,0.234375,0.6875
0.20175438596491227,0.203125,0.6875
0.20175438596491227,0.234375,0.6875
