has-discussion,num-framework,num-models,has-data,Has-pre-trained,num-repositories-depend-on,num-repositories-depend-on-them,num-topics,has-quickexample,has-newbutton,has-photo,num-code-line,num-contributor,followers,public_repos,Label
0,1,0,1,0,5,0,4,0,0,0,5000,1,12,45,0
0,0,0,1,0,2,0,4,0,0,0,449,4,0,20,0
0,2,0,0,0,9,0,0,0,0,0,8100,1,16,7,0
1,0,0,0,0,4,0,0,0,1,0,10200,1,44,21,0
0,0,0,0,0,0,0,3,0,0,0,22700,3,0,6892,0
0,0,0,1,0,10,0,0,0,0,0,4400000,2,0,6892,0
0,0,0,0,0,0,0,0,0,0,0,26300,2,0,6892,0
0,0,0,0,0,49,0,0,0,0,0,7200000,2,0,6892,0
0,0,0,0,0,0,0,0,1,0,1,190200,5,0,6892,0
0,0,0,0,0,0,0,0,0,0,1,3500,2,0,6892,0
0,1,0,0,0,0,0,0,0,0,1,680700,2,0,6892,0
0,0,0,0,0,0,0,0,0,0,1,1500,4,0,6892,0
0,0,1,1,0,0,0,3,0,0,0,29400,1,8,17,0
0,1,0,1,0,13,0,7,0,0,0,5200,4,0,9,0
0,1,0,0,0,0,0,4,1,0,0,1100,1,145,29,0
0,0,0,0,0,0,0,6,0,0,0,3300,1,1,25,0
0,0,0,0,0,28,0,8,0,0,0,2000000,2,6,15,0
0,0,0,0,0,0,0,0,0,0,1,8200,1,0,21,0
0,1,0,0,0,2,0,4,1,0,1,4900,2,6,17,0
0,0,0,0,0,3,0,0,0,0,1,29500,1,0,254,0
0,0,0,0,0,70,0,0,0,0,0,19300,2,2,58,0
0,0,0,0,0,0,0,8,1,0,0,351400,1,32,32,0
0,0,0,0,0,0,0,9,0,0,0,278,1,88,90,0
0,0,0,0,0,0,0,0,0,0,0,2600,1,1,10,0
0,1,1,0,0,82,0,8,0,0,1,1500,3,37,123,0
0,0,0,0,0,0,0,0,0,0,0,3300,1,63,45,0
0,0,0,0,0,0,0,0,0,0,0,5800,1,2,10,0
0,1,1,1,0,16,0,10,1,0,1,15300,1,8,42,0
0,0,0,0,0,0,0,0,0,0,0,9700,2,25,138,0
0,0,0,0,0,0,0,0,1,0,1,13800,1,0,11,0
0,1,0,0,0,0,0,0,1,0,0,175200,1,18,22,0
0,0,0,0,0,0,0,0,0,0,0,29900,1,1,13,0
0,0,0,0,0,27,0,0,0,0,0,503700,1,6,61,0
0,2,1,1,1,0,0,0,1,0,0,40000,1,56,25,0
0,1,0,0,0,9,0,0,1,0,0,10300,1,51,34,0
0,0,0,0,0,1,0,4,0,0,0,851,1,0,3,0
0,2,0,1,0,176,0,11,1,0,1,8800,1,2,36,0
0,1,0,0,0,0,0,8,0,0,0,2200,1,8,12,0
0,0,0,0,0,0,0,0,0,0,0,20300,1,19,25,0
0,0,0,0,0,0,0,0,0,0,0,235,1,0,11,0
0,0,0,0,0,0,0,3,1,0,0,12200,2,107,17,0
0,0,0,0,0,0,0,0,0,0,0,3200,1,2,6,0
0,1,0,1,0,46,0,0,0,0,1,98500,1,65,29,0
0,2,0,1,0,26,0,0,0,0,1,10400,2,1,14,0
0,2,0,0,0,44,0,12,1,0,1,80300,1,5,16,0
0,0,0,0,0,0,0,0,1,1,0,2100,1,13,19,0
0,2,1,0,0,42,0,19,1,0,0,1700,2,4,8,0
0,0,0,1,0,0,0,4,0,0,1,1200,1,7,15,0
0,2,1,0,0,49,0,12,1,0,1,709,2,4,8,0
0,0,0,0,0,0,0,0,0,0,0,17700,1,2,25,0
0,0,0,0,0,0,0,0,0,0,0,1,1,9,13,0
0,0,0,0,0,0,0,0,0,0,0,2700,1,127,1,0
0,0,0,0,0,0,0,0,0,0,0,177800,1,13,71,0
0,0,0,0,0,1,0,5,0,0,0,411100,1,28,69,0
0,0,0,0,0,1021,0,12,1,0,1,13500,2,0,27,0
0,1,0,1,0,19,0,7,0,0,0,32700,2,591,124,0
0,0,1,0,0,0,0,0,0,0,1,1600,3,32,148,0
0,0,0,0,0,0,0,0,0,0,0,421,1,1,42,0
0,0,0,0,0,0,0,0,0,0,1,9700,1,14,16,0
0,0,0,0,0,0,0,0,0,0,0,159800,1,14,16,0
0,0,0,0,0,0,0,0,0,0,0,979,1,1,3,0
0,0,0,0,0,0,0,0,0,0,0,43000,7,0,24,0
0,0,0,0,0,0,0,0,0,0,1,2400,1,12,58,0
0,0,0,0,0,0,0,0,0,0,0,111900,1,0,14,0
0,1,0,1,0,93,0,5,0,0,0,138900,1,9,22,0
0,0,0,0,0,0,0,6,0,0,0,16300,1,16,20,0
0,0,0,0,0,0,0,0,0,0,0,93900,1,40,6,0
0,1,0,0,0,9,0,0,0,0,0,3000,1,3,2,0
0,2,1,0,0,16,0,0,1,1,0,7700,14,23,75,0
0,0,0,0,0,2,0,0,1,0,0,6100,1,3,60,0
0,0,0,0,0,0,0,4,0,0,0,4500,1,34,67,0
0,0,0,0,0,0,0,0,0,0,0,5700,1,11,13,0
0,1,0,0,0,43,0,4,1,0,0,673400,1,15,31,0
0,0,0,0,0,62,0,0,0,0,0,714400,3,74,65,0
0,2,0,0,0,17,0,0,0,0,0,122600,1,18,11,0
0,1,0,0,0,0,0,0,0,0,1,21300,4,2,16,0
0,2,0,1,0,35,0,0,0,0,0,721,1,24,101,0
0,0,0,0,0,0,0,0,0,0,0,8600,1,0,10,0
0,0,0,0,0,324,0,19,0,0,0,1100000,3,3,20,0
0,0,0,0,0,0,0,3,1,0,1,13200,1,189,120,0
0,2,1,1,0,18,0,22,1,0,0,117800,5,16,3,0
0,2,0,0,0,13,0,0,1,0,0,1700,2,11,21,0
0,0,0,0,0,12,0,5,1,0,0,65100,11,0,28,0
0,0,0,0,0,36,0,0,0,0,0,605200,2,29,57,0
0,0,0,1,0,0,0,0,0,0,1,55600,7,1,1,0
0,0,0,0,0,0,0,0,1,0,0,156,1,3,2,0
0,2,0,1,0,11,0,7,1,0,0,1800,2,19,16,0
0,0,0,1,0,0,0,16,1,1,1,117300,1,73,24,0
0,0,0,0,0,31,0,6,0,0,0,12300,1,79,24,0
0,0,0,1,0,8,0,0,1,0,0,45600,1,0,3,0
0,0,0,0,0,0,0,0,0,0,0,11800,1,20,10,0
0,0,0,0,0,1076,0,4,1,0,1,10500,1,1,5,0
0,1,0,0,0,0,0,0,0,0,0,1800,2,1,19,0
0,1,0,0,0,12,0,2,0,0,0,19700,3,3,4,0
0,0,0,0,0,0,0,0,1,0,0,7400,1,11,15,0
0,1,0,0,0,79,0,0,0,0,0,352,1,7,11,0
0,0,0,0,0,0,0,0,1,0,0,16100,1,33,40,0
1,0,0,0,0,10,0,10,0,0,1,77700,1,2,73,0
0,0,0,0,0,3,0,0,0,0,0,12800,1,2,7,0
0,0,0,0,0,0,0,0,0,0,0,96000,1,1,10,0
0,1,1,1,1,0,0,0,1,0,0,1100000,1,79,10,0
0,0,0,0,0,0,0,11,0,0,0,2600,1,3,5,0
0,0,0,0,0,0,0,0,0,0,0,50500,1,1,12,0
0,0,0,0,0,0,0,0,0,0,0,959100,1,10,19,0
0,1,1,0,0,26,0,0,1,0,0,158400,5,17,16,0
0,0,0,0,0,35,0,0,1,0,0,4700,1,87,127,0
0,0,0,0,0,0,0,5,1,0,0,12800,1,3,8,0
0,0,0,0,0,0,0,0,0,0,0,9700,6,0,5,0
0,1,0,0,0,5,0,4,1,1,0,5600,1,5,81,0
0,0,0,0,0,7,0,0,0,0,0,1500000,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,7600,1,6,4,0
0,0,1,1,0,0,0,10,0,0,0,5200,1,27,13,0
1,1,1,1,0,1,0,2,1,0,0,7600,2,160,21,0
0,0,0,1,0,0,0,7,1,0,0,4600,3,0,7,0
0,1,0,0,0,0,0,0,0,0,0,15500,1,0,55,0
0,0,0,0,0,0,0,0,0,0,0,2100,2,22,43,0
0,0,1,0,0,6,0,4,1,0,0,3900,1,18,7,0
0,1,0,0,0,5,0,2,1,0,0,123,2,149,40,0
0,0,0,1,0,14,0,2,1,0,1,154800,1,16,4,0
0,2,0,0,0,6,0,7,1,1,0,10700000,4,0,26,0
0,0,0,0,0,0,0,0,0,0,0,8500,2,1,9,0
0,0,0,0,0,2284,0,0,0,1,0,28200,1,0,28,0
0,0,0,0,0,0,0,0,0,0,1,2100,5,0,1,0
0,2,0,0,0,7,0,0,0,0,0,121600,2,27,47,0
0,0,0,0,0,0,0,20,0,0,0,116300,1,10,2,0
0,0,0,0,0,0,0,0,0,0,0,25200,1,13,39,0
0,0,1,1,0,0,0,4,1,0,0,697,1,5,38,0
0,0,0,1,0,1,0,8,1,0,0,20900,1,2715,39,0
0,0,0,0,0,0,0,0,1,0,0,3100,1,37,0,0
0,0,0,0,0,0,0,0,0,0,1,1600,5,0,21,0
0,1,1,1,0,13,0,0,1,1,0,21500,3,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,0
0,0,0,1,0,0,0,0,0,0,0,308,1,0,3,0
0,1,0,1,0,3,0,5,1,0,0,1400,3,33,6,0
0,1,1,1,0,30,0,0,0,0,0,3800,1,5,32,0
0,0,1,0,0,31,0,3,1,0,0,5500,2,46,47,0
0,0,0,0,0,2,0,6,0,0,1,419800,2,149,29,0
0,0,0,0,0,0,0,0,0,0,0,671800,1,10,25,0
0,0,0,0,0,0,0,1,0,0,0,14700,1,1,5,0
0,2,0,0,0,6,0,0,0,0,0,3600,1,64,24,0
0,1,0,0,0,52,0,0,0,0,0,534000,1,0,68,0
0,0,0,0,0,1,0,0,0,0,0,960500,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,5800,1,6,14,0
0,0,0,0,0,75,0,0,0,0,0,6900,1,97,97,0
0,0,0,0,0,0,0,0,0,0,0,732,1,293,34,0
0,0,0,0,0,0,0,0,0,0,0,24100,2,7,18,0
0,0,0,0,0,254,0,0,0,0,0,5500000,1,0,10,0
0,0,0,1,0,0,0,0,0,0,0,710,1,3,23,0
0,0,0,0,0,0,0,0,0,0,0,20900,1,13,24,0
0,0,0,1,0,0,0,0,0,0,0,2000,1,4,13,0
1,1,0,0,0,24,0,10,1,0,0,2100,2,0,5,0
0,1,0,0,0,0,0,6,0,0,0,336800,1,0,4,0
0,0,0,0,0,0,0,0,0,0,0,1700,1,150,101,0
0,0,0,0,0,0,0,4,0,0,0,1600,4,0,3,0
0,1,0,0,0,7,0,12,1,1,1,15900,3,0,47,0
0,0,0,0,0,0,0,0,0,0,0,49400,60,0,2,0
0,0,0,0,0,40,0,0,0,0,0,353500,1,0,1,0
0,3,1,0,0,40,0,0,1,0,1,122700,1,4,26,0
0,0,0,1,0,1,0,11,1,1,0,36100,1,57,24,0
0,1,0,0,0,0,0,0,1,0,1,9600,2,7,15,0
0,0,0,0,0,0,0,3,0,0,1,1400,1,4,5,0
0,0,0,1,0,0,0,6,1,0,1,19500,1,65,42,0
0,0,0,0,0,0,0,0,0,0,0,5800,1,0,4,0
0,1,0,1,0,0,0,0,0,0,0,1700,3,3,12,0
0,0,0,0,0,753,0,8,1,1,0,24000,4,4,26,0
0,2,0,1,0,2,0,0,1,0,0,840400,10,0,24,0
0,0,0,1,0,1,0,11,0,1,1,8000,3,0,4,0
0,1,0,0,0,11,0,3,1,0,1,49100,5,34,52,0
0,0,1,1,0,0,0,3,0,0,0,802200,1,62,32,0
0,0,0,0,0,0,0,2,0,0,0,456800,1,18,11,0
0,2,0,0,0,6,0,0,0,0,0,241,2,46,98,0
0,2,0,0,0,95,0,0,0,0,0,1700,1,10,45,0
0,0,0,0,0,0,0,3,0,0,0,23800,1,8,11,0
0,2,0,0,0,13,0,8,0,0,1,10500,2,81,70,0
0,0,0,0,0,41,0,13,1,0,0,35600,5,0,2,0
0,0,0,0,0,0,0,0,0,0,0,4000,1,6,15,0
0,1,0,0,0,11,1,0,1,1,0,5700,2,0,15,0
0,0,0,0,0,881,0,7,0,0,1,35900,1,12,21,0
1,0,0,0,0,0,0,7,0,0,0,17200,1,20,22,0
0,1,0,0,0,0,0,7,0,0,1,4300,1,20,22,0
0,1,3,0,0,8,0,6,1,0,0,1100,2,6,3,0
0,0,0,0,0,0,0,6,1,0,1,13400,1,20,41,0
0,1,0,0,0,0,0,0,1,0,0,1800,2,0,87,0
0,0,1,1,0,4,0,13,1,0,1,984,2,153,67,0
0,0,1,0,0,0,0,0,0,0,0,25100,1,13,15,0
0,0,0,0,0,19,122,7,1,1,0,5300,3,0,18,0
0,1,0,1,0,67,0,4,1,1,0,82400,3,13,18,0
0,1,1,0,0,0,0,6,0,0,1,9900,2,7,22,0
0,0,0,0,0,0,0,0,0,0,0,2500,1,0,5,0
0,1,1,1,0,0,0,0,1,0,0,44700,3,10,3,0
0,0,0,0,0,0,0,0,0,0,0,52500,1,14,22,0
0,0,0,0,0,0,0,0,0,0,0,19500,1,2,6,0
0,1,0,0,0,15,0,0,1,1,1,58800,1,5,30,0
0,0,0,0,0,0,0,4,0,0,0,62,1,2,30,0
0,0,0,0,0,0,0,0,0,0,0,5000,1,0,8,0
0,0,0,0,0,0,0,0,0,0,0,121100,1,9,25,0
0,2,1,0,1,8,0,7,1,0,0,35200,1,13,28,0
0,2,1,1,0,0,0,8,1,1,1,510300,1,1,28,0
0,1,1,1,0,63,0,8,1,1,1,1700,2,40,31,0
0,0,0,0,0,0,0,0,0,0,0,6800000,1,179,6,0
0,2,0,0,0,6,0,4,1,0,0,2200,1,83,80,0
0,1,0,0,0,12,0,9,0,0,0,11900,1,0,16,0
0,0,0,0,0,105,0,0,0,1,1,91400,1,984,29,0
0,0,0,0,0,37,0,0,1,0,0,4700,1,8,152,0
0,2,0,0,0,9,0,6,0,0,0,8000,1,4,1,0
0,0,0,0,0,0,0,0,0,0,0,9300,1,25,8,0
0,0,0,0,0,0,0,5,0,0,0,34000,1,2,16,0
0,1,0,0,0,10,0,5,1,0,1,1300,2,34,67,0
0,0,0,0,0,0,0,4,0,0,0,33100,1,7,22,0
0,0,0,0,0,0,0,17,0,0,0,1500,2,0,21,0
0,0,0,0,0,30,0,4,0,1,1,778500,1,165,80,0
0,0,0,0,0,0,0,7,0,0,0,4300,1,585,37,0
0,0,1,0,0,0,0,6,0,0,1,3600,1,42,6,0
0,0,0,0,0,0,0,0,1,0,0,20000,1,9,12,0
0,0,0,0,0,0,0,10,0,0,0,4400,1,1,13,0
0,3,0,0,0,16,0,0,1,0,0,521,1,24,64,0
0,0,1,0,0,15,0,9,1,0,0,7400,3,22,23,0
0,1,1,1,0,0,0,0,0,0,0,2000,1,15,28,0
0,0,1,1,0,0,0,0,0,1,0,163400,1,22,29,0
0,0,0,0,0,6,0,0,0,0,0,158000,1,1,12,0
0,0,0,0,0,0,0,0,0,0,0,4200,2,9,5,0
0,0,0,0,0,1,0,20,1,0,0,971,1,13,105,0
