has-discussion,num-framework,num-models,has-data,Has-pre-trained,num-repositories-depend-on,num-repositories-depend-on-them,num-topics,has-quickexample,has-newbutton,has-photo,num-code-line,num-contributor,followers,public_repos,Label
1,1,0,0,0,11,150,0,1,1,1,351251,90,0,579,1
0,3,0,1,0,1593,11,10,1,1,1,66203,90,0,579,1
0,1,1,0,0,0,0,0,1,0,0,2735,5,0,579,1
0,0,0,0,0,0,0,11,1,0,0,1309,90,1966,44,1
0,0,0,0,0,103,33863,17,1,1,0,222964,420,0,46,1
0,1,1,1,1,5,0,5,1,0,1,3896,10,525,31,1
0,0,0,0,0,0,0,0,1,0,0,11144,16,0,2,1
0,1,0,1,0,25,0,7,1,1,1,69996,150,5812,141,1
0,0,0,0,0,0,0,8,1,1,0,95,7,2049,56,1
0,0,0,1,0,0,0,14,1,1,0,518,60,2049,56,1
0,0,0,0,0,0,0,19,1,1,1,527,150,0,16,1
1,1,1,0,0,35,34,12,1,1,0,256472,180,0,12,1
0,1,0,0,0,10,10,7,1,0,1,5181,6,4362,24,1
0,0,0,0,0,0,0,0,1,0,0,30353,1,406,319,1
0,0,0,0,0,0,0,9,0,1,0,3386,16,614,102,1
0,0,0,0,0,0,0,11,1,0,1,2030,6,1659,20,1
0,0,0,0,0,124,0,8,1,0,0,25008,17,0,472,1
0,0,1,0,0,838,0,15,1,1,1,1800000,60,0,472,1
0,0,0,0,0,5,0,7,0,1,0,1508,28,768,7,1
0,1,1,1,0,13,0,5,1,1,1,44312,6,768,7,1
0,0,20,1,1,0,0,20,1,0,1,185604,14,2715,39,1
1,1,1,0,0,106,0,11,1,1,1,12666,6,0,23,1
0,0,0,1,0,6,0,10,1,0,1,237300,23,0,27,1
0,0,0,0,0,4,0,8,1,0,1,14978,5,2616,71,1
0,0,0,0,0,0,0,19,1,0,1,103644,12,14498,27,1
0,2,10,1,1,20,62,13,1,1,1,185787,120,0,47,1
0,3,1,1,0,28,0,2,1,1,1,231954,210,0,47,1
0,1,1,1,0,22,23,16,1,1,1,9930,6,0,3,1
0,0,2,1,0,4043,0,13,1,0,0,271111,60,0,41,1
1,0,0,1,0,1,0,6,1,1,0,41000,60,536,68,1
0,1,1,1,1,146,0,20,1,1,1,62543,16,0,2,1
0,0,0,0,0,140,0,10,1,1,1,4761,15,0,52,1
0,1,1,1,0,64,246,20,1,1,1,82203,90,0,119,1
0,1,0,0,0,0,0,4,1,0,0,1744,5,0,139,1
0,2,0,0,0,48,0,14,1,1,1,31607,90,3352,4,1
0,0,0,0,0,8,12934,7,1,1,0,461129,180,1371,7,1
0,2,2,1,1,9,0,7,1,1,0,15037,27,1199,11,1
0,0,0,0,0,2,20,0,1,1,0,911,14,0,99,1
1,1,0,0,0,24,98,7,1,0,1,13502,17,292,21,1
0,0,0,0,0,5,109,8,1,1,1,134557,960,0,38,1
0,0,0,0,0,6,0,13,1,1,1,186800,240,0,38,1
0,1,0,0,0,35,0,7,1,0,1,42322,2,0,19,1
0,1,2,0,1,0,0,6,1,0,1,5090,16,1069,3,1
0,0,1,1,0,21,0,3,1,1,0,31098,26,0,90,1
0,0,1,0,0,3,0,20,1,1,1,57129,90,0,15,1
0,0,0,0,0,24,0,20,1,1,0,7064,13,315,123,1
0,0,0,0,0,0,0,9,1,1,0,594,120,1039,138,1
0,0,1,1,0,0,0,6,1,0,1,7813,3,1935,18,1
0,1,0,1,0,7,274,7,1,1,1,40917,60,0,23,1
0,1,1,1,1,10,2439,11,1,1,1,223759,270,0,23,1
0,1,5,1,1,24,0,3,0,1,0,101123,270,0,4,1
0,1,15,1,0,0,0,13,1,0,1,119969,10,3042,39,1
1,0,0,0,0,0,0,20,0,1,1,724,90,358,10,1
0,0,0,0,0,0,0,20,0,1,1,1333,9,2418,60,1
0,0,0,1,0,0,0,5,1,0,1,8184,2,344,33,1
0,2,0,0,0,23,0,4,1,1,1,24749,20,374,21,1
0,1,0,1,0,105,0,9,1,1,0,26012,24,0,370,1
0,1,4,1,1,0,0,0,1,0,0,34280,90,4991,12,1
0,0,0,0,0,12,0,7,0,0,1,548668,4,0,3206,1
1,0,1,1,0,64,85,20,1,1,1,51417,90,0,645,1
0,0,0,0,0,0,0,18,0,0,1,1333,6,3189,19,1
0,3,0,0,0,0,0,4,1,1,0,108587,240,2584,53,1
0,2,1,1,1,10,0,5,1,1,1,1237,2,197,11,1
0,0,0,0,0,0,0,16,1,0,1,162,1,2814,1673,1
0,0,0,0,0,0,1,13,0,0,0,108,1,2814,1673,1
1,1,0,1,0,9,1789,10,1,1,1,10787,13,1123,34,1
0,2,0,0,0,46,0,0,0,0,0,20547,1,0,4,1
0,1,0,0,0,1368,287,3,1,1,1,7023435,90,0,151,1
0,0,0,0,0,0,0,6,1,0,1,35,420,0,558,1
0,0,0,0,0,0,0,20,1,1,1,112049,390,0,558,1
0,0,0,0,0,107,0,13,1,1,1,607156,270,0,2308,1
1,0,0,0,0,41,0,1,1,1,1,499772,8,0,2308,1
0,0,0,0,0,0,0,7,1,0,1,5065,3,4228,254,1
0,0,0,0,0,0,0,6,1,0,1,1716,450,4228,254,1
0,0,0,0,0,0,0,5,1,0,1,885,6,4228,254,1
0,1,0,0,0,0,0,8,1,0,1,2489,9,512,15,1
0,0,0,0,0,1160,0,10,1,1,1,14560,9,0,4,1
1,1,0,0,0,73,2162,6,1,1,0,83858,270,0,324,1
0,0,0,0,0,128,186,16,1,1,1,206107,60,0,21,1
0,1,1,1,1,11,0,0,1,0,0,3305961,10,0,420,1
0,1,5,0,1,17,0,10,1,0,1,902729,90,0,420,1
0,2,0,1,0,13,0,4,1,0,1,19280,13,848,48,1
0,0,1,1,0,0,0,6,1,0,1,4361,5,549,57,1
0,1,0,0,0,45,8902,14,1,1,1,140190,25,976,24,1
0,0,0,0,0,0,0,19,1,1,1,8411,3,252,21,1
0,2,0,0,0,52,16,18,1,1,1,20888,24,0,18,1
0,0,0,0,0,0,0,7,1,1,1,237,1,105,22,1
0,2,0,1,0,17,0,0,1,0,1,15914,3,10238,53,1
0,2,0,1,0,31,0,0,1,1,1,165231,90,10238,53,1
0,2,0,1,0,18,0,9,1,0,1,126401,60,10238,53,1
1,2,0,1,1,96,0,20,1,1,1,24188,90,0,16,1
0,0,0,0,0,30,0,11,1,1,1,1752,1,322,126,1
1,0,0,0,0,2,0,10,1,1,1,951,180,0,28,1
0,0,0,0,0,90,0,7,1,0,0,1895,180,1537,35,1
0,0,0,0,0,0,0,10,1,0,0,31400,3,169,22,1
0,1,0,1,0,0,0,8,1,1,0,9144,1,226,43,1
0,2,1,0,0,0,0,7,1,0,1,421,3,336,33,1
0,1,0,1,0,4,29,11,1,0,1,9707,18,1401,13,1
0,2,0,1,0,18,0,4,1,0,0,17600,1,24,38,0
0,1,0,0,0,0,0,0,1,0,0,170000,1,3,20,0
0,0,0,1,0,0,0,0,1,0,0,614400,1,14,15,0
0,0,1,1,0,0,0,0,0,0,0,9700,1,10,32,0
0,1,0,0,0,6,0,8,1,0,1,379,1,0,3,0
0,0,0,0,0,36,0,4,0,0,0,962600,1,77,11,0
0,0,0,0,0,0,0,0,0,0,0,230,1,1,3,0
0,0,0,0,0,0,0,4,0,0,0,5900,5,2,4,0
0,0,0,0,0,122,0,0,0,0,0,494000,1,0,3,0
0,0,0,0,0,5,0,0,0,0,0,211300,0,137,113,0
0,1,1,1,0,85,0,0,0,0,0,649600,1,6,33,0
0,1,1,0,0,10,0,9,1,0,1,5200,2,5,19,0
0,0,0,0,0,0,0,0,0,0,0,6500,1,16,47,0
0,0,0,0,0,0,0,0,0,0,0,28800,1,1,13,0
0,2,0,1,0,4,0,0,1,0,0,250,1,17,89,0
0,2,0,0,0,0,0,7,1,0,0,7900,1,9,21,0
0,1,0,0,0,0,0,0,0,0,0,26100,2,12,53,0
0,0,0,1,0,34,0,0,0,0,0,224,1,37,19,0
0,0,0,1,0,0,0,0,0,0,0,612,1,38,13,0
0,0,0,0,0,0,0,0,0,0,0,276,1,0,19,0
0,0,0,0,0,156,0,8,1,0,0,15600,2,26,32,0
0,1,0,0,0,1,0,11,1,0,0,1800,1,43,9,0
0,1,0,0,0,17,0,0,1,1,0,392000,2,30,24,0
0,0,0,1,0,9,0,0,0,0,0,42100,1,9,28,0
0,0,0,0,0,0,0,5,1,0,0,19700,1,6,8,0
0,2,0,1,0,0,0,0,0,0,0,145800,2,9,6,0
0,1,1,1,0,5,0,0,0,0,0,1500,1,0,10,0
0,0,0,0,0,0,0,6,0,0,0,290100,1,263,40,0
0,0,0,0,0,4,0,3,1,0,0,3700,2,0,1,0
0,0,0,0,0,0,0,0,0,0,1,1000000,1,233,56,0
0,0,1,0,0,241,0,10,1,0,1,23100,2,42,23,0
0,1,1,1,0,5,0,6,0,0,0,8200,1,128,52,0
0,0,0,0,0,0,0,3,0,0,0,2000,2,4,27,0
0,1,1,1,0,82,0,17,1,1,0,2900,1,20,12,0
0,0,0,0,0,0,0,0,0,0,0,1800,2,5,13,0
0,0,0,0,0,0,0,0,0,0,0,154000,1,22,39,0
0,1,4,0,0,0,0,5,1,0,0,270100,1,16,23,0
0,0,0,1,0,0,0,6,0,0,0,17900,1,30,64,0
0,0,0,0,0,0,0,0,0,0,0,14300,1,25,32,0
0,4,1,1,0,0,0,0,1,0,0,6300,1,69,51,0
0,0,0,1,0,0,0,0,0,0,0,86900,2,0,90,0
0,0,0,0,0,5,0,5,1,0,0,523,1,14,7,0
0,2,0,1,0,0,0,0,1,0,0,3700,1,75,50,0
0,0,0,0,0,0,0,0,0,0,0,56500,1,471,47,0
0,0,0,0,0,0,0,8,0,0,0,9600,2,15,57,0
0,0,0,0,0,8,0,7,0,0,0,1500,1,0,2,0
0,0,0,0,0,0,0,8,0,0,1,23100,1,3,36,0
0,0,0,0,0,0,0,0,0,0,0,190400,1,4,23,0
0,0,0,0,0,0,0,11,1,1,1,6400,1,46,61,0
0,0,0,0,0,21,0,0,0,0,1,329800,2,9,93,0
0,1,1,1,0,0,0,4,1,0,0,1300,2,30,21,0
0,2,0,0,0,41,0,0,1,0,1,15500,1,4,39,0
0,0,0,0,0,0,0,0,0,0,0,65900,1,4,3,0
0,0,0,0,0,0,0,0,0,0,0,16400,1,1,22,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0
0,0,0,0,0,0,0,0,0,0,0,931,1,0,20,0
0,1,1,1,0,47,0,5,1,0,0,64900,4,13,17,0
0,0,0,0,0,0,0,9,1,0,0,1600,3,46,45,0
0,1,1,1,0,20,0,0,1,0,0,14200,1,2,13,0
0,0,0,0,0,0,0,0,0,0,0,1400,1,23,2,0
0,2,0,0,0,126,0,6,1,0,0,118700,13,0,27,0
0,3,0,0,0,12,0,0,0,0,0,26700,1,39,70,0
0,0,0,0,0,0,0,12,0,1,0,13400,3,47,50,0
0,2,0,1,0,27,0,0,0,1,0,1100000,1,28,15,0
0,2,0,1,0,50,0,0,0,0,0,525900,1,3,74,0
0,2,0,0,0,61,0,0,0,0,0,162,1,49,465,0
0,2,0,1,0,0,0,8,0,0,0,1800,1,8,26,0
0,2,0,1,0,1,0,6,1,1,1,2100,3,16,2,0
0,0,0,0,0,0,0,7,0,1,0,108400,1,50,85,0
0,0,0,0,0,0,0,0,0,0,0,52500,1,511,65,0
0,1,0,0,0,0,0,0,0,0,1,820,1,9,8,0
0,0,0,0,0,0,0,16,0,0,1,303000,1,110,84,0
0,0,0,0,0,0,0,1,0,0,0,1200000,2,57,174,0
0,0,0,0,0,0,0,11,0,1,0,1400,3,14,19,0
0,1,0,1,0,6,0,6,1,0,0,35000,2,4,21,0
0,1,0,0,0,0,0,8,1,1,0,45700,1,5,32,0
0,0,0,0,0,7,0,0,0,1,0,8900,6,35,46,0
0,2,1,1,1,51,0,6,1,0,0,67200,2,33,40,0
1,0,0,0,0,0,0,11,0,0,0,33400,1,8,78,0
0,0,0,0,0,0,0,18,0,0,1,9100,1,3,7,0
0,0,0,0,0,36,0,0,0,0,0,2300,1,2,9,0
0,2,1,0,0,80,0,10,0,0,0,2900,2,13,23,0
0,0,0,0,0,0,0,20,0,0,0,678700,1,51,47,0
0,0,0,0,0,0,0,0,0,0,0,72900,1,1,10,0
0,1,1,1,1,0,0,8,1,1,0,11200,1,17,62,0
0,0,0,0,0,0,0,11,0,0,0,1400,1,0,6,0
0,0,0,0,0,0,0,0,0,0,0,3500,1,0,4,0
0,2,1,0,0,10,0,10,1,0,1,123000,3,7,42,0
0,0,0,0,0,0,0,0,0,0,0,371,1,0,1,0
